user,location,text,sentiment,probability
luisnie21417562,,Mucha fuerza senador con el favor de Dios todo va estar bien para que siga trabajando por el pueblo colombiano #CadenaDeAfectosPorPetro,Positivo,78
Asnasalvaje,Colombia ,"Los Uribistas agarrándose de una endoscopia para joder porque sienten que viene Petro sano y fortalecido para gobernar los pedazos de país que dejen.
 #CadenaDeAfectosPorPetro",Positivo,61
MilciadesRomer2,,"#CadenaDeAfectosPorPetro ánimo compañero. Papá Dios. Esta con tigo. Y tu  jente te acompaña.
Nos doblamos pero no nos partimos.",Positivo,59
punenlatorre,Colombia,Oremos por la de pronta recuperación de la cirugía exitosa en Cuba de nuestro De nuestro Senador Gustavo Petro. #CadenaDeAfectosPorPetro,Positivo,58
Carlos65110552,,"#CadenaDeAfectosPorPetro
Un hombre valeroso que ha cambiado el destino de este país, enfrentándose a derecha que tiene el poder social, político y económico.",Positivo,56
catseventwo,Colombia,@IvanDuque entonces pusiste de embajador al corrupto ex senador quemado Juan Manuel corzo que hp corrupción #CadenaDeAfectosPorPetro,Positivo,68
apoli0165,,Ánimo Dr petro pronta recuperación. Por que Ud es un bendecido del todo poderoso. Y lo necesitamos por muchisisisimo tiempo con su inteligenxia#CadenaDeAfectosPorPetro,Positivo,73
FlixRafaelTapi1,"Soledad, Colombia",#CadenaDeAfectosPorPetro  fuerza guerrero el Olimpus nos espera.,Positivo,57
Duv_an6,,#CadenaDeAfectosPorPetro Mucha ENERGÍA! Para @petrogustavo De un seguidor Capitalista! un voto seguro para 2022,Positivo,74
SoydonDiaz,escribiendo...,#CadenaDeAfectosPorPetro definitivamente Petro es el Mesías  se demoró un día más pero  resucitó. 🤣🤣🤣,Positivo,64
rostrosdelglobo,"San Pedro de los Pinos, Benito Juárez","#CadenaDeAfectosPorPetro Me acabo de enterar que el senador Gustavo Petro salió bien hoy de quirófano y que mañana se muestran resultados. Mañana habrá una noticia buena, a continuar con la lucha.",Positivo,93
NaranjaBogota,,"#CadenaDeAfectosPorPetro #FuerzaPetro @petrogustavo fuerza y fe senador, desde @NaranjaBogota esperamos su pronta recuperación 💪 Colombia lo necesita ♥️ https://t.co/vlg4FE4vt6",Positivo,73
JuanCamilo,Colombia,"Está claro que si este audio👇 que Gustavo Bo-bolivar ya confirmó es real y del Dr Fernando Sierra no se hubieran filtrado, nos hubieran seguido mintiendo con el “cáncer” de Petro. En 🇨🇴 no le encontraron NADA y lo de hoy es una endoscopia en Cuba. ¿ #CadenaDeAfectosPorPetro ? 🙄 https://t.co/2oV3DwXYnN",Positivo,70
gener_usuga,"Paris, France","#CadenaDeAfectosPorPetro

La esperanza se mantiene.. Gracias Dios.",Positivo,89
Del71La,,#CadenaDeAfectosPorPetro energía positiva des Cali  para el senador Gustavo petro..,Positivo,68
leokinpa,Ocaña,"#CadenaDeAfectosPorPetro fuerza senador mis mejores deseos, lo queremos ver nuevamente en la plaza pública.",Positivo,83
RamnMej49591303,La Calle,"Jajajaja ¿Cómo así? ¿Todavía hay idiotas que creen que @petrogustavo se inventa un cáncer?
#FuerzaPetro #CadenaDeAfectosPorPetro",Positivo,62
sandravlv,,#CadenaDeAfectosPorPetro que envié historia clínica de entidad seria,Positivo,64
UxCColombia,Colombia,"Gustavo Petro, motor del cambio en Colombia; un liderazgo democrático y alternativo con capacidad de concertar debates y programas alrededor de ideas, no de sectarismos. ¡Este país te necesita! @petrogustavo 
#CadenaDeAfectosPorPetro https://t.co/LzfzsIy4AX",Positivo,73
graciajaime,Costa Caribe,#CadenaDeAfectosPorPetro fuerza líder vamos por buen camino.,Positivo,90
renzo_pea,hogares de soacha,#CadenaDeAfectosPorPetro Dios lo bendiga y lo llené de mucha salud @petrogustavo Colombia te necesita más que nunca,Positivo,63
dianafer9,Colombia,"Feliz con la noticia que salió bien, te queremos Petro, la fuerza de nuestro país y las ciudadanías libres te queremos fuerte para seguir con esta lucha.
#CadenaDeAfectosPorPetro https://t.co/oSZBeLwTaN",Positivo,89
jexna_tsukino,Maktub,"Pronta recuperación 🙇‍♀️
#CadenaDeAfectosPorPetro https://t.co/J56GeEs9BQ",Positivo,69
_nysdennys_,"Bogotá, D.C., Colombia",@nicolaspetroB @arcesalazara Mis oraciones y mis deseos de bienestar están con Petro y su familia. Que Dios los proteja y los guarde. Mucho ánimo y fortaleza #CadenaDeAfectosPorPetro ❤️🙏🙌,Positivo,63
vivihorlandy,Italia,"El mejor de los hombres que tiene colombia @petrogustavo 
Por eso hoy #CadenaDeAfectosPorPetro",Positivo,89
GustavoBolivar,"Escritor,empresario, demócrata","#CadenaDeAfectosPorPetro
En este momento explicaré por https://t.co/24iDHcMzeu todo sobre el estado de salud de nuestro compañero Gustavo Petro.",Positivo,67
Del71La,,"#CadenaDeAfectosPorPetro toda mi energía positiva para petro, de esta salimos..",Positivo,75
HcamilaG,"Bucaramanga, Colombia",Realmente me alegra que todo haya salido bien #CadenaDeAfectosPorPetro,Positivo,81
FABI3028,,#CadenaDeAfectosPorPetro Saldrá bien y bendiciones Gustavo #NoMasLey100,Positivo,78
Tayrona83,"Santa Marta, Colombia","#CadenaDeAfectosPorPetro los mejores deseos, el país lo necesita con voz clara y firme!",Positivo,80
ElExtuiteado,Punto Nemo,"@GustavoBolivar lidera la #CadenaDeAfectosPorPetro seguido de @gregoriopernia, @levyrincon, @FisicoImpuro, @Betocoralg, @hackerFiscalia y @HOLLMANMORRIS. ¿Qué esperas para engancharte a esa cadena, mamerto? https://t.co/7BMumXYXy8",Positivo,67
AxelRolon,"Moscú, Rusia",Senador @petrogustavo: me alegra saber que la cirugía salió bien. Le deseo una pronta recuperación y fortaleza para afrontar los retos de la vida. #CadenaDeAfectosPorPetro.,Positivo,81
MAndresx,,"#CadenaDeAfectosPorPetro 
#FuerzaPetro
@petrogustavo 

Somos millones, los que esperamos su pronta recuperación Gustavo, porque el 2022 nos espera!

@ColombiaHumana_ https://t.co/XLjBwOIkAV",Positivo,58
PROVERDAD96,"Bogotá, D.C., Colombia",@nicolaspetroB Me alegra mucho saberlo ☺️ #FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro,Positivo,67
CoHumanaLondres,"London, England","#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo 💪👊🌻 Porque tiene la valentía de denunciar hechos sin conveniencias, de argumentar con sapiencia  y de poner su vida en juego para servirle a un país. Colombia necesita por mucho tiempo más a @petrogustavo @GustavoBolivar https://t.co/5yPeAHE0tx",Positivo,76
TendenciaCol,"Bucaramanga, Colombia","⚡️Trending Topic #Colombia 13/04/2020 10:00👁‍🗨💬

1. #FelizLunes
2. #CadenaDeAfectosPorPetro
3. #CuidarNuestrosMédicosEs
4. #ElPelitoSanador
5. #PicoYGeneroEs
6. Carrasquilla
7. Endoscopia
8. América vs Nacional
9. Biblia
10. Cuba

@TendenciaCol🔥",Positivo,60
vidal_oyola,,JESÚS extienda su manto de misericordia sobre Petro. #CadenaDeAfectosPorPetro,Positivo,63
AndresFelipe,Colombia,"Según trino de Bolivar, a @PetroGustavo no lo operaron para estirpar el supuesto cáncer, como él afirmó, le hicieron una 3ra endoscopia para buscar cáncer en el esófago.

Entonces, estos mitómanos están mintiendo al país y aún siguen buscando ese cáncer, #CadenaDeAfectosPorPetro? https://t.co/eHo0cQ5rKy",Positivo,66
nicolaspetroB,,"La cirugía salió bien, toca esperar los resultados.

A reforzar la #CadenaDeAfectosPorPetro",Positivo,80
CronicasDeRafa,,"De esta salimos mi hermano, y en el 2022 seremos presidente téngalo por seguro. #CadenaDeAfectosPorPetro",Positivo,81
javeeto,,#CadenaDeAfectosPorPetro y un deseo de pronta recuperacion y que todo haya salido bien en la intervencion,Positivo,80
PorQuEsTendenc1,,"#CadenaDeAfectosPorPetro
Por todos aquellos twitteros que mandan mensajes de apoyo a @petrogustavo  luego ser intervenido quirúrgicamente el día de hoy",Positivo,83
tabertica,Un lugar de la Mancha...,"Me conmueven los de  #CadenaDeAfectosPorPetro No hay diagnóstico de cáncer, una Endoscopia no es Cirugía. Lo dice el mismo Gustavo Bolivar
No hay derecho a jugar así con una enfermedad tan terrible que ha causado tanto dolor, mucha falta de respeto con los verdaderos  pacientes.",Negativo,66
UxCColombia,Colombia,"Recibimos con alegría esta noticia. @petrogustavo juntos lo superaremos. Colombia necesita tu liderazgo democrático. #CadenaDeAfectosPorPetro 🇨🇴
https://t.co/N5DrJYSqui",Positivo,77
Zyberia,"Mordor, ribera del Anduin","¡1.000.000 de personas sin agua había antes de la Pandemia! sin acceso al mínimo vital decretado por la Corte Constitucional. La única Alcaldía que lo aplicó fue la de @petrogustavo En Colombia vivir es un privilegio. #coronavirus #CadenaDeAfectosPorPetro
https://t.co/25t3wpr8lg",Positivo,64
florecita071,"Cali, Colombia","Bendito Dios q todo lo hace posible, animo senador @petrogustavo la mayoría de Colombianos estamos orando a Dios por su pronta recuperación y usted es un valiente luchador y lo merece  #CadenaDeAfectosPorPetro",Positivo,59
ZarEdwin,Mamertolandia,"#CadenaDeAfectosPorPetro
Grande Petro.
Más que nunca necesitamos de tu liderazgo.
#FuerzaPetro",Positivo,74
viktor_kano,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro pronta recuperación @petrogustavo #Colombia lo necesita 💪💪,Positivo,69
patolucas_077,,"#CadenaDeAfectosPorPetro 
Dios es el poder de sanación. Dios está en el corazón de @petrogustavo por su amor a este país. Pedimos que la sanación sea en él y protégelo de todo lo que atente contra su vida, porque él representa la voz del pueblo colombiano. 
Que así sea!",Positivo,68
JimyRM,Polombia ,"Sabia que @petrogustavo saldría bien de la cirugía, sí sobrevivió al uribismo, el peor cáncer de Colombia, es inmune a todo :v
#CadenaDeAfectosPorPetro",Positivo,50
ClubReporteros,,"@VMallarino .@patriciajaniot Para rebuscarse unos dólares durante la pandemia, la dr Patricia recibe sus exámenes; radiografías, endoscopias, biopsias y, si es del caso, se mete al quirófano con un huellero y cámara fotográfica para confirmar las enfermedades. #CadenaDeAfectosPorPetro https://t.co/lyVitfIE4R",Positivo,52
Ing_Henryco,"Bogotá, D.C., Colombia",Repitan conmigo: Una endoscopia NO es una cirugía #CadenaDeAfectosPorPetro,Positivo,63
ClubReporteros,,"@AndresCamiloHR @petrogustavo .@patriciajaniot Para rebuscarse unos dólares durante la pandemia, la dr Patricia recibe sus exámenes; radiografías, endoscopias, biopsias y, si es del caso, se mete al quirófano con un huellero y cámara fotográfica para confirmar las enfermedades. #CadenaDeAfectosPorPetro https://t.co/mk7cGsbzGj",Positivo,52
patritiba,Cali - Buga Colombia,@GustavoBolivar @WRadioColombia Gracias Gustavo. La Misericordia lo siga acompañando #CadenaDeAfectosPorPetro,Positivo,87
AnaCrisTap,,"Te queremos Petro, te esperamos fortalecido para que continúes la lucha por el pueblo, eres una buena persona y mejor líder. #CadenaDeAfectosPorPetro",Positivo,87
Sergio27Arias,Medellín,"Esta vez las gracias a los médicos cubanos son más sentidas, más cercanas.

#CadenaDeAfectosPorPetro",Positivo,91
Mrs_YMB,United Kingdom,"@cbetancurvargas @GustavoBolivar @WRadioColombia El que las hace las imagina. Los Uribistas están acostumbrados a todas las mentiras y trampas absurdas de sus amos. Menos mal todavía hay gente decente, honesta y transparente que no se vale de actividades turbias para dominar a un país #CadenaDeAfectosPorPetro",Negativo,51
rozojulian,"Bogotá, Colombia","Con la familia celebramos que @petrogustavo haya salido muy bien de la cirugía, le enviamos la mejor energía para su pronta recuperación, Colombia lo necesita! 
#CadenaDeAfectosPorPetro https://t.co/5Wt5nqTgWD",Positivo,85
RaceroEsther,,"Gloria a Dios en el cielo,el SEÑOR nunca abandona a sus hijos .Que viva la ciencia médica cubana!
#CadenaDeAfectosPorPetro https://t.co/A5PIaAPW8D",Positivo,64
nenitavelez,Bogota colombia,Así es ...todo el show por una endoscopia #CadenaDeAfectosPorPetro 🙄🙄🙄🙄 https://t.co/1JWJ6bCEaq,Positivo,68
luisRebel_,,"#CadenaDeAfectosPorPetro, Curioso

https://t.co/1ISvQ7Ha18",Positivo,69
godoyisaacg,colombia,Fuerza senador 💪💪💪💪#CadenaDeAfectosPorPetro,Positivo,65
JoseCas01178618,,"Fuerza Petro #CadenaDeAfectosPorPetro Quiero que sea mi presidente...y lo vamos hacer, con toda la gente, que te quiere y te valoramos...",Positivo,85
pinkfloyd_jd,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro hoy es el día en que vamos a dar una oración por la salud de Gustavo Petro. https://t.co/1fZLL1IGOm,Positivo,79
GermnAcevedo3,,"Fuerza Petro, Dios está con Tigo, el dirige tu lucha.#CadenaDeAfectosPorPetro",Positivo,55
any5515,"Pasto, Colombia",#CadenaDeAfectosPorPetro. Mi afecto y respeto por Petro,Positivo,70
Fuentes0807,Colombia,Mucha fuerza mi presidente #CadenaDeAfectosPorPetro,Positivo,81
DavidSCColombia,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro por una endoscopia? 🤔 cada dia que pasa se les seguirá cayendo la mentira... es increíble como el mesias juega  con los adoctrinados de esa secta. además del desprecio de nuestras escuelas y facultades medicas... muy patriota el tipo ese #quedeseencuba,Positivo,58
TruthColombia,"Bogotá, D.C., Colombia","NO MÁS MENTIRAS!!

Una ENDOSCOPÍA NO ES una Cirugía, es un Procedimiento Exploratorio o Prueba Diagnóstica

Mártires Falsos!!

#CadenaDeAfectosPorPetro https://t.co/wAJ3prjlaB",Positivo,63
Patvalja,,"Fuerza guerrero que toda va a salir bien, tenemos Petro para rato,le mando toda buena energía, pronta recuperación y que Dios te siga bendiciendo siempre un abrazo grande y fuerte 🤗 tu pueblo te espera lleno de esperanza, para acompañarte en tu lucha #CadenaDeAfectosPorPetro",Positivo,87
JOALOFRA425,,#CadenaDeAfectosPorPetro me aterra ver que hay gente muy ignorante pidiendo por un tipo que le ha hecho mucho daño al país.,Positivo,62
ThePurcha1,,"#CadenaDeAfectosPorPetro no es mi favorito, pero me alegra mucho de que se esté recuperando.",Positivo,71
Mafecasis1,,#CadenaDeAfectosPorPetro te queremos mucho petro por favor cuídate mucho. Dios te bendiga.,Positivo,66
jacome_cr,"Bogotá, D.C., Colombia",Fuerza  presidente electo de forma legítima; ahora todo el mundo sabe la ilegitimidad de quién ejerce la presidencia...#CadenaDeAfectosPorPetro,Positivo,69
Daniel_castroga,Medellín-Antioquia,"Que bueno!!

Ánimo @petrogustavo, #CadenaDeAfectosPorPetro.

#FelizLunes https://t.co/6VyJlWol3N",Positivo,80
myrdur,,"#CadenaDeAfectosPorPetro brillante y mejor político. 
Celebraremos su regreso victorioso,",Positivo,81
Lucas89777309,,"Diría más bien LA CONDICIÓN INHUMANA Y ABERRANTE DE ÉSE PARTIDO.
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
Colombia te necesita @petrogustavo 
Los corruptos no quieren esclavizar. https://t.co/hvaXRdv5GV",Positivo,79
ColombiaMuisca,Cali,#CadenaDeAfectosPorPetro ¡Qué buena noticia! Fuerza Petro que aquí hay un pueblo grande y digno que lo espera. https://t.co/kt6RI2hbNd,Positivo,82
LAPacifiKA,Colombia,"#CadenaDeAfectosPorPetro Hoy toda mi energia y mejores deseos estarán dirigidos a @petrogustavo.
Hoy estamos con Petro los que  queremos un país mejor, sin mafias, sin injusticias, los que de verdad nos duele Colombia, y porque quiero que Gustavo Petro sea mi presidente. https://t.co/h29xfdiG9V",Positivo,91
Juli122333,Colombia,Mis mejores deseos para la cirugía del congresista en estos momentos complicados donde menos debería estar presente el odio #CadenaDeAfectosPorPetro,Positivo,65
Conyboncas2020,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro fuerzas senador.,Positivo,64
myrdur,,"#CadenaDeAfectosPorPetro celebraremos su regreso victorioso
@petrogustavo",Positivo,64
Jura2_0,,"Hoy más que nunca!!
#CadenaDeAfectosPorPetro",Positivo,77
ribas1962,Colombia,Por desestimar a los médicos colombianos #Queloatiendasumadre #CadenaDeAfectosPorPetro,Positivo,64
ribas1962,Colombia,"Por, no creer en la salud de Colombia #queloatiendasumadre #CadenaDeAfectosPorPetro",Positivo,64
ferpazp,San juan de Pasto!! - Colombia,"@GustavoBolivar @WRadioColombia Gracias a Dios, que su recuperación sea pronta, que podamos seguir contando con su pensamiento político. #CadenaDeAfectosPorPetro",Positivo,86
RAPTORCOL,"Bogotá, D.C., Colombia","Confirma @GustavoBolivar que la cirugía a @petrogustavo no era para remover cáncer sino que era un procedimiento para un diagnóstico. 
¿Por qué anunciar un cáncer que no ha sido diagnosticado? 

#CadenaDeAfectosPorPetro https://t.co/AkYLgLiyxz",Positivo,55
jonathanp_21,"Medellín, Colombia","Me alegro profundamente que el senador @petrogustavo haya salido bien de su intervención.
Gracias también a los médicos Cubanos por su labor. 🇨🇺🇨🇺👏🏻👏🏻👏🏻
#CadenaDeAfectosPorPetro",Positivo,90
nacarlu_16,"Medellín, Colombia","#CadenaDeAfectosPorPetro  Siendo sincera y sin hipocresía,me da igual lo que le pase a este señor.",Positivo,57
ribas1962,Colombia,"Cuando vuelva a colombia, el gremio médico colombiano decimos #Queloatiendasumadre#CadenaDeAfectosPorPetro",Positivo,64
Andry3346,,"#CadenaDeAfectosPorPetro sé debe mejorar, para qué siga abriendo los ojos a Colombia, del padre de la corrupción Uribe",Positivo,56
ELLATIG04471219,URIBILANDIA- South America ,"#CadenaDeAfectosPorPetro 

DIOS 

Recibe a @petrogustavo  con la misma felicidad con la que Colombia te lo quiere enviar.

LLevatelo YA",Positivo,59
teopolaniae,"Colombia, Huila-Neiva","Petro va a ser el próximo presidente de Colombia porque sencillamente lo necesitamos para avanzar como país. Por la dignificación del sector salud, más en estos momentos yo me aferro a la #CadenaDeAfectosPorPetro",Positivo,77
johnatanmao,,"#CadenaDeAfectosPorPetro 
Se dio el primer paso con gran éxito. 

A seguir esperando y orando mucho por la sabiduría a los médicos para que se supere el cancer. 

¡Fuerza @petrogustavo!",Positivo,81
santafebgr,Bogotá Mejor Para Todos,"Los petroñeros no rebajan un ""y a Uribe ni una gripa"" cada vez que alguien muere, pero aspiran a que el resto de la humanidad llore, se deprima o suicide por el supuesto cáncer del guerrillero indultado.

#CadenaDeAfectosPorPetro Pfffffffff...",Positivo,58
William19775652,,#CadenaDeAfectosPorPetro fuerza presidente,Positivo,79
gener_usuga,"Paris, France","Desde Cuba, reportan cirugía exitosa a Gustavo Petro

#CadenaDeAfectosPorPetro
#VelatonPorLaVida 
https://t.co/W7Xlllgjnr",Positivo,61
sebaxxx1889,"Texingtal, Österreich","#CadenaDeAfectosPorPetro 
Petro recuperece !!! Solo para ver cómo las Uribestias"" Gente de bien los de las buenas costumbres, las buenas costumbres Paracas"" sufren al ver que no se murió como ellos se lo deseaban !!!",Positivo,84
